precinct_id,dis_id,voters_total,lat,lon,mun_id
67024,67,1557,42.50995674207125,41.8362900881995,67
67025,67,1214,42.513832783602595,41.83117519418027,67
67026,67,1392,42.5152110785385,41.8418171891075,67
67027,67,1358,42.5175013923859,41.85698455019594,67
67028,67,1481,42.51842487921666,41.86560799733959,67
67029,67,1201,42.49301095898483,41.86053242677097,67
67030,67,1338,42.49366066187971,41.855189423924855,67
67031,67,1269,42.40059290478573,41.88067252959091,67
67032,67,1180,42.40198366992554,41.593734945955774,67
67033,67,1582,42.531781519292004,41.82330037465917,67
67034,67,1219,42.521485100895426,41.806612193805144,67
67035,67,1407,42.462284097784476,41.726625683398794,67
67036,67,1149,42.48713433528191,41.89693053203718,67
67037,67,1468,42.454091023484274,41.88634084498223,67
67038,67,1128,42.42163447583227,41.60299343456544,67
67039,67,565,42.41603725458956,41.620145191941916,67
67040,67,591,42.53729627778042,41.9889889884124,67
67041,67,1506,42.425588020102566,41.667539736460526,67
67042,67,652,42.45008057393586,41.69004171443511,67
67043,67,1123,42.40319959080662,41.65864849527785,67
67044,67,1127,42.3978939436091,41.70380791009726,67
67045,67,1127,42.38576742510303,41.66830758379432,67
67046,67,1565,42.50214567753276,41.81564545112074,67
67047,67,1470,42.49006563143604,41.827186462877215,67
67048,67,971,42.474169693985644,41.82208115325188,67
67049,67,1402,42.50035849569578,41.76259212175827,67
67050,67,1273,42.46710105497864,41.76338063742942,67
67051,67,1340,42.48656373714457,41.71289497683454,67
67052,67,217,42.50120866110423,41.706908257943915,67
67053,67,1502,42.55780790197805,41.95433367574007,67
67054,67,571,42.57038791828245,41.95976376504812,67
67055,67,1500,42.42999801497202,41.92554809345969,67
67056,67,1508,42.39690298421219,41.93165916627497,67
67057,67,1572,42.51973006135384,41.93261423263835,67
67058,67,1218,42.535186180180176,41.91581750443977,67
67059,67,1499,42.45708097201236,41.66968983933766,67
67060,67,1494,42.48252687683603,41.67007271508172,67
67061,67,1184,42.36959880003754,41.72085240111432,67
67062,67,1437,42.45143960891536,41.7701592177497,67
67063,67,1150,42.597793099256805,41.88622299104218,67
67064,67,1455,42.56313821227039,41.86088675419906,67
67065,67,1348,42.54438789089646,41.881951576399906,67
67066,67,845,42.55143057051117,41.82322098634149,67
67067,67,904,42.4191372634623,41.842342134351476,67
67068,67,1466,42.5021905471246,41.959599635412005,67
67069,67,1172,42.530173403877654,41.78489253724296,67
67070,67,1142,42.59680983556359,41.93432999250806,67
